article_id,year,decade,journal,title,intended_outcome__belonging_and_community,intended_outcome__belonging_and_community_engagement_and_participation,intended_outcome__belonging_and_community_learning_and_literacy,intended_outcome__belonging_and_community_wellness_and_resilience,intended_outcome__collections_and_access,intended_outcome__cultural_stewardship_and_preservation,intended_outcome__cultural_stewardship_and_preservation_belonging_and_community,intended_outcome__cultural_stewardship_and_preservation_discovery_and_advisory,intended_outcome__discovery_and_advisory,intended_outcome__discovery_and_advisory_equitable_access,intended_outcome__discovery_and_advisory_institutional_capacity,intended_outcome__engagement_and_participation,intended_outcome__engagement_and_participation_discovery_and_advisory,intended_outcome__engagement_and_participation_equitable_access,intended_outcome__engagement_and_participation_equitable_access_learning_and_literacy,intended_outcome__engagement_and_participation_institutional_capacity,intended_outcome__equitable_access,intended_outcome__equitable_access_belonging_and_community,intended_outcome__equitable_access_community_and_inclusion,intended_outcome__equitable_access_cultural_stewardship_and_preservation,intended_outcome__equitable_access_discovery_and_advisory,intended_outcome__equitable_access_engagement_and_participation,intended_outcome__equitable_access_institutional_capacity,intended_outcome__equitable_access_learning_and_literacy,intended_outcome__institutional_capacity,intended_outcome__institutional_capacity_belonging_and_community,intended_outcome__institutional_capacity_social_equity_and_access,intended_outcome__learning_and_literacy,intended_outcome__learning_and_literacy_belonging_and_community,intended_outcome__learning_and_literacy_discovery_and_advisory,intended_outcome__learning_and_literacy_engagement_and_participation,intended_outcome__learning_and_literacy_equitable_access,intended_outcome__learning_and_literacy_institutional_capacity,intended_outcome__not_applicable,intended_outcome__other,intended_outcome__professional_capacity,intended_outcome__space_and_infrastructure,intended_outcome__sustainable_operations,intended_outcome__theoretical_or_conceptual,intended_outcome__wellness_and_resilience
houser2006,2006,2000s,Library Trends,Building a Library GIS Service from the Ground Up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hovde2007,2007,2000s,College & Research Libraries,You Can’t Get There from Here: Student Citations in an Ephemeral Electronic Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hovde2025,2025,2020s,Library Trends,Testing Genre and Form Term Mapping between the Library of Congress Subject Headings and Library of Congress Genre/Form Terms for Automatic Metadata Enhancement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hovious2024,2024,2020s,Information Technology and Libraries,Hidden Inequities of Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hovious2025,2025,2020s,Library Trends,The Impact of Generative AI on the LIS Ecosystem: Threats and Opportunities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hovious2026,2026,2020s,Library Trends,A Concept Analysis of Community Data Literacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
howard2018,2018,2010s,Information Technology and Libraries,Academic Libraries on Social Media: Finding the Students and the Information They Want,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
howard2020-1,2020,2020s,College & Research Libraries,The Gender Wage Gap in Research Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
howard2020,2020,2020s,Information Technology and Libraries,Harnessing the Power of OrCam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrycaj2006,2006,2000s,College & Research Libraries,An Analysis of Online Syllabi for Credit-bearing Library Skills Courses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hswe2009,2009,2000s,Library Trends,The Web Archives Workbench (WAW) Tool Suite: Taking an Archival Approach to the Preservation of Web Content,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hu2022,2022,2020s,College & Research Libraries,Listen to Librarians: Highlighted Core Competencies for Librarianship from the Perspectives of Working Librarians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
huang2013,2013,2010s,College & Research Libraries,The Daily Image Information Needs and Seeking Behavior of Chinese Undergraduate Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hubbard2022,2022,2020s,College & Research Libraries,"Silvia Federici. Patriarchy of the Wage: Notes of Marx, Gender, and Feminism. Oakland, CA: PM Press, 2021. 151p. Paper, $15 (ISBN: 978-1629637990).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hubble2011,2011,2010s,Information Technology and Libraries,From Static and Stale to Dynamic and Collaborative: The Drupal Difference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hudson1981,1981,1980s,Information Technology and Libraries,Revisions to Contributed Cataloging in a Cooperative Cataloging Database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hudson2024,2024,2020s,Information Technology and Libraries,Examination of Academic Library Platforms and Systems during COVID-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hufford2010,2010,2010s,College & Research Libraries,"What Are They Learning? Pre- and Post-Assessment Surveys for LIBR 1100, Introduction to Library Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hughes1997,1997,1990s,College & Research Libraries,Can Document Delivery Compensate for Reduced Serials Holdings? A Life Sciences Library Perspective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hughes2020,2020,2020s,College & Research Libraries,How I Stopped Worrying and Learned to Love the Usage Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
huo2013,2013,2010s,Library Trends,Community Informatics in Chongqing: A Case Study of the Real-Name and ID Requirement Policy in the Chinese Railway System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hurd1999,1999,1990s,College & Research Libraries,Information Use by Molecular Biologists: Implications for Library Collections and Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hutcherson2004,2004,2000s,College & Research Libraries,Library Jargon: Student Recognition of Terms and Concepts Commonly Used by Librarians in the Classroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hutchinson2005,2005,2000s,Information Technology and Libraries,"The International Children’s Digital Library: A Case Study in Designing for a Multilingual, Multicultural, Multigenerational Audience",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hutt2009,2009,2000s,Information Technology and Libraries,Employing Virtualization in Library Computing: Use Cases and Lessons Learned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
huvila2024,2024,2020s,Library Trends,Knowledge Management Education in Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hyams2020,2020,2020s,Information Technology and Libraries,Tending to an Overgrown Garden,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibacache2019,2019,2010s,Information Technology and Libraries,Use of Language-Learning Apps as a Tool for Foreign Language Acquisition by Academic Libraries Employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ibacache2020,2020,2020s,College & Research Libraries,Forgotten Hispano-American Literature: Representation of Hispano-American Presses in Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ibacache2021-1,2021,2020s,College & Research Libraries,University Libraries as Advocates for Latin American Indigenous Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ibacache2021-2,2021,2020s,Information Technology and Libraries,Emergency Remote Library Instruction and Tech Tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibacache2021-3,2021,2020s,College & Research Libraries,"Claire McGuinness. The Academic Teaching Librarian’s Handbook. London, UK: Facet Publishing, 2021. 279p. Paper, $76.33 (ISBN 978-1-78330-462-2).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibacache2021,2021,2020s,College & Research Libraries,"Republics of Knowledge: Nations of the Future in Latin America. Princeton, NJ: Princeton University Press, 2020. 304p. Paper, $39.95 (ISBN 9780691176758).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ibegbulam2021,2021,2020s,College & Research Libraries,Perception of Work-Life Balance among Married Female Librarians in University Libraries in South-East Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ibraheem2013,2013,2010s,College & Research Libraries,A Survey of the Experiences of African Librarians in American Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ihssen2024,2024,2020s,College & Research Libraries,"Cathryn M. Cooper. The Experimental Library: A Guide to Taking Risks, Failing Forward, and Creating Change. Chicago, IL: ALA Editions, 2023. 184p. Paper, $59.99 (ISBN: 978-0-8389-3965-9).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ihssen2025,2025,2020s,College & Research Libraries,The Kind Librarian: Cultivating a Culture of Kindness and Wellbeing in Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ii2008,2008,2000s,Information Technology and Libraries,Preparing Locally Encoded Electronic Finding Aid Inventories for Union Environments: A Publishing Model for Encoded Archival Description,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
imler2011,2011,2010s,College & Research Libraries,Do They “Get It”? Student Usage of SFX Citation Linking Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ingold2007,2007,2000s,Library Trends,Women’s Studies Databases: A Critical Comparison of Three Databases for Core Journals in Women and Gender Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ingrammonteiro2022,2022,2020s,Information Technology and Libraries,Omeka S Repository for Place- and Land-Based Teaching and Learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ings2011,2011,2010s,Library Trends,Correctional Service of Canada Prison Libraries from 1980 to 2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
innes2025,2025,2020s,Library Trends,"A Library-Based ""Tech Club"" for Older Adults Living with Dementia and Their Care Partners: A Codesigned Pilot Project",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intrator2007,2007,2000s,Library Trends,"""People were literally starving for any kind of reading"": The Theresienstadt Ghetto Central Library, 1942-1945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ippoliti2019,2019,2010s,Information Technology and Libraries,Digital Faculty Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ipri2009,2009,2000s,Information Technology and Libraries,Usability as a Method for Assessing Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irving2011,2011,2010s,Library Trends,National Information Literacy Framework (Scotland): Pioneering Work to Influence Policy Making or Tinkering at the Edges?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
irwin2019-1,2019,2010s,College & Research Libraries,Experiences of Academic Librarians Serving as Interim Library Leaders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
irwin2019,2019,2010s,College & Research Libraries,"Sally Gardner Reed. The Good, the Great, and the Unfriendly: A Librarian’s Guide to Working with Friends Groups. Chicago: American Library Association, 2017. 157p. Paper, $57.00 (ISBN: 978-0838914984).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
irwin2020,2020,2020s,College & Research Libraries,"Archival Values: Essays in Honor of Mark A. Greene. Christine Weideman and Mary A. Caldera, eds. Chicago, IL: American Library Association, 2019. 300p. Paper, $55.99 (ISBN 978-0838946503).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
irwin2024,2024,2020s,Information Technology and Libraries,On-Demand Circulation of Software Licenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
islam2006,2006,2000s,College & Research Libraries,From Perceptions to Connections: Informing Information Literacy Program Planning in Academic Libraries Through Examination of High School Library Media Center Curricula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jackson2011,2011,2010s,College & Research Libraries,Serving Higher Education’s Highest Goals: Assessment of the Academic Library as Place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jackson2022,2022,2020s,College & Research Libraries,"Libraries and Sustainability: Programs and Practices for Community Impact. René Tanner, Adrian K. Ho, Monika Antonelli, and Rebekkah Smith Aldrich, eds. Chicago, IL: ALA Editions, 2021. 176p. Paper, $49.99 (ISBN: 9780838937945).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jacob1970,1970,1970s,Information Technology and Libraries,Standardized Costs for Automated Library Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacobs2008,2008,2000s,Library Trends,Institutional Repositories in the UK: The JISC Approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacobs2011,2011,2010s,Library Trends,Reconnecting Information Literacy Policy with the Core Values of Librarianship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacobs2018,2018,2010s,College & Research Libraries,Collaborative Authorship as Peer Mentorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacoby2005,2005,2000s,College & Research Libraries,Assessing the Impact of Reference Services Provided to Undergraduate Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jacoby2008,2008,2000s,College & Research Libraries,Status of Approval Plans in College Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacso2008,2008,2000s,Library Trends,"Testing the Calculation of a Realistic h -index in Google Scholar, Scopus, and Web of Science for F. W. Lancaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jaeger2005,2005,2000s,Information Technology and Libraries,"The E-rate Program and Libraries and Library Consortia, 2000-2004: Trends and Issues",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jaeger2007-1,2007,2000s,Information Technology and Libraries,Public Libraries and Internet Access across the United States: A Comparison by State 2004–2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jaeger2007,2007,2000s,Information Technology and Libraries,"Public Libraries, Values, Trust, and E-Government",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jaeger2009,2009,2000s,Information Technology and Libraries,One Law with Two Outcomes: Comparing the Implementation of CIPA in Public Libraries and Schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jaffy2020,2020,2020s,Information Technology and Libraries,Bento Box User Experience Study at Franklin University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaja2009,2009,2000s,Library Trends,Robust Tools and Services for Long-Term Preservation of Digital Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jankowska2010,2010,2010s,College & Research Libraries,Sustainability Challenge for Academic Libraries: Planning for the Future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jankowska2017,2017,2010s,Information Technology and Libraries,Is This a Geolibrary? A Case of the Idaho Geospatial Data Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jansen2019,2019,2010s,College & Research Libraries,Increasing Leisure Reading Among University Students Using E-readers with Audio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jantz2003,2003,2000s,College & Research Libraries,Information Retrieval in Domain-specific Databases: An Analysis to Improve the User Interface of the Alcohol Studies Database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jantz2012,2012,2010s,College & Research Libraries,A Framework for Studying Organizational Innovation in Research Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jantz2015,2015,2010s,College & Research Libraries,The Determinants of Organizational Innovation: An Interpretation and Implications for Research Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jardine2018,2018,2010s,College & Research Libraries,Credit-Bearing Information Literacy Courses in Academic Libraries: Comparing Peers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jay2009,2009,2000s,Information Technology and Libraries,CatQC and Shelf-Ready Material: Speeding Collections to Users While Preserving Data Quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jayakanth2021,2021,2020s,Information Technology and Libraries,Off-campus Access to Licensed Online Resources through Shibboleth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayakanth2022,2022,2020s,Information Technology and Libraries,Migration of a Research Library's ICT-Based Services to a Cloud Platform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeng2005,2005,2000s,Information Technology and Libraries,What Is Usability in the Context of the Digital Library and How Can It Be Measured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jeng2008,2008,2000s,Information Technology and Libraries,Evaluation of the New Jersey Digital Highway,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jensen2008,2008,2000s,Library Trends,Cultural Tenacity within Libraries and Publishers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jeong2008,2008,2000s,Information Technology and Libraries,Touchable Online Braille Generator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jiang2021,2021,2020s,Information Technology and Libraries,Peer Reading Promotion in University Libraries,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jiao2017,2017,2010s,Information Technology and Libraries,The Impact of Information Technology on Library Anxiety: The Role of Computer Attitudes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jin2005,2005,2000s,Information Technology and Libraries,Is the Current Way of Constructing Corporate Authority Records Still Useful?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
johnson1968,1968,1960s,Information Technology and Libraries,A Book Catalog at Stanford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
johnson2002,2002,2000s,College & Research Libraries,Laying a Foundation for Comparing Departmental Structures between Reference and Instructional Services: Analysis of a Nationwide Survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
johnson2007,2007,2000s,College & Research Libraries,Retaining and Advancing Librarians of Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnson2011,2011,2010s,College & Research Libraries,Information Literacy Instruction and Assessment in an Honors College Science Fundamentals Course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
johnson2013,2013,2010s,Information Technology and Libraries,Usability Test Results for Encore in an Academic Library,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnson2016,2016,2010s,Information Technology and Libraries,Let's Get Virtual: An Examination of Best Practices to Provide Public Access to Digital Versions of Three-Dimensional Objects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnson2017,2017,2010s,College & Research Libraries,"Ann Whitney Gleason. New Methods of Teaching and Learning in Libraries. Lanham, Md.: Rowman & Littlefield, 2017. 200p. Paper, $55.00 (ISBN 978-1-4422-6411-3).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
johnson2019,2019,2010s,College & Research Libraries,"Shaping the Campus Conversation on Student Learning and Experience: Activating the Results of Assessment in Action. Karen Brown, Debra Gilchrist, Sara Goek, Lisa Janicke Hinchliffe, Karen Malenfant, Chase Ollis, and Allison Payne, eds. Chicago: American Library Association, 2018. 288p. Paper, $70.00 (ISBN 978-0-8389-8994-4).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
johnson2020,2020,2020s,College & Research Libraries,"Diversity and Inclusion in Libraries: A Call to Action and Strategies for Success. Shannon D. Jones and Beverly Murphy, eds. Lanham, MD: Rowman Littlefield, 2019. 210p. Paper, $35.00 (ISBN 978-1-5381-1439-1).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
